nta_id,total_pop,mean_income,below_poverty_line_count,below_poverty_line_and_50_count,mean_rent,unemployment_count,latinx_count,white_count,black_count,native_count,asian_count,naturalized_citizen_count,noncitizen_count,uninsured_count,school_count,eviction_count,store_count,sub_count,bus_count,mean_ridership,perc_covered_by_transit,nta_type,Name,transportation_desert_4cat,transportation_desert_3cat,borough.x,borough.y,geometry
BK1502,41116,75117.26666666666,4966,3436,1483.642857142857,955,3682,25385,1084,28,9519,13811,6261,2855,3,140,84,2,91,13446,51.0128879952603,0,Madison,Limited,Typical,Brooklyn,Brooklyn,"list(c(-73.949306, -73.950265, -73.949784, -73.950706, -73.952577, -73.954796, -73.955741, -73.957669, -73.958593, -73.957724, -73.95683, -73.957757, -73.957332, -73.956928, -73.955076, -73.95315, -73.952204, -73.951006, -73.949047, -73.94812, -73.947192, -73.94623, -73.945265, -73.942484, -73.942889, -73.941891, -73.939042, -73.938113, -73.93715, -73.936197, -73.934471, -73.935032, -73.934263, -73.939726, -73.937537, -73.939347, -73.941547, -73.942312, -73.943547, -73.943641, -73.943699, -73.944174, 
-73.944827, -73.945737, -73.946574, -73.947458, -73.949306, 40.614031, 40.613924, 40.611372, 40.61125, 40.611037, 40.61082, 40.610715, 40.610504, 40.610403, 40.6058, 40.601087, 40.600986, 40.598731, 40.596612, 40.596816, 40.597028, 40.597131, 40.597262, 40.597479, 40.59758, 40.597682, 40.597789, 40.597894, 40.598201, 40.600318, 40.600427, 40.600742, 40.600844, 40.600949, 40.601055, 40.601231, 40.601734, 40.60223, 40.607133, 40.608557, 40.610187, 40.608768, 40.608269, 40.609346, 40.609859, 40.610214, 
40.612722, 40.616046, 40.615363, 40.614789, 40.614199, 40.614031))"
BK1503,57771,73026.05555555556,7390,4639,1354.7222222222222,1817,5475,36205,4115,38,10155,20287,8018,3563,9,270,91,2,104,9175.5,30.34896366697642,0,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,Limited,Typical,Brooklyn,Brooklyn,"list(c(-73.934471, -73.936197, -73.93715, -73.938113, -73.939042, -73.941891, -73.942889, -73.942484, -73.945265, -73.94623, -73.945775, -73.945374, -73.944972, -73.944012, -73.943609, -73.94457, -73.946459, -73.947381, -73.948313, -73.949345, -73.94975, -73.950152, -73.950554, -73.951006, -73.952204, -73.95315, -73.955076, -73.956928, -73.956556, -73.956077, -73.957003, -73.956588, -73.956193, -73.957126, -73.958195, -73.959347, -73.96035, -73.960261, -73.960235, -73.960027, -73.959006, -73.956851, 
-73.956536, -73.954143, -73.954032, -73.953342, -73.952874, -73.9524802181286, -73.946295, -73.937665, -73.931559, -73.9316439833185, -73.9326458019924, -73.929387, -73.931946, -73.931842, -73.932042, -73.931078, -73.930096, -73.930191, -73.931256, -73.931369, -73.927207, -73.925948, -73.92537, -73.919944, -73.917663, -73.92096, -73.923638, -73.926533, -73.929569, -73.928131, -73.931734, -73.933551, -73.934263, -73.935032, -73.934471, 40.601231, 40.601055, 40.600949, 40.600844, 40.600742, 40.600427, 
40.600318, 40.598201, 40.597894, 40.597789, 40.595398, 40.59328, 40.59116, 40.591265, 40.589147, 40.589041, 40.58883, 40.588731, 40.588628, 40.588514, 40.590634, 40.592754, 40.594871, 40.597262, 40.597131, 40.597028, 40.596816, 40.596612, 40.594648, 40.592101, 40.592002, 40.589884, 40.587762, 40.587661, 40.587544, 40.587417, 40.587307, 40.585039, 40.584522, 40.583209, 40.582866, 40.582859, 40.582659, 40.583105, 40.582517, 40.579267, 40.576882, 40.5748401355195, 40.5756, 40.575434, 40.575962, 40.5756736521711, 
40.5722744881389, 40.572613, 40.582022, 40.583076, 40.584234, 40.584388, 40.584502, 40.585086, 40.585432, 40.586071, 40.584802, 40.585007, 40.584691, 40.584646, 40.585605, 40.589095, 40.591497, 40.594104, 40.59682, 40.597778, 40.601062, 40.602687, 40.60223, 40.601734, 40.601231))"
BK1601,36805,43324.8,9709,3798,1222.2,930,7324,2410,26177,47,439,6217,3524,2627,13,629,74,5,70,5589,97.26756333200977,0,Ocean Hill,Excellent,Excellent,Brooklyn,Brooklyn,"list(c(-73.917996, -73.91785, -73.917701, -73.917558, -73.917266, -73.917122, -73.916977, -73.916831, -73.916687, -73.91654, -73.916393, -73.916301, -73.921646, -73.921816, -73.921901, -73.922049, -73.922132, -73.922215, -73.9223, -73.922384, -73.922467, -73.922544, -73.922632, -73.922753, -73.921872, -73.92102, -73.920039, -73.919231, -73.918382, -73.917482, -73.917135, -73.914873, -73.914039, -73.911336, -73.909255, -73.907877, -73.903475, -73.902535, -73.900792, -73.89999, -73.900627, -73.904046, 
-73.904791, -73.905493, -73.907018, -73.908517, -73.90886, -73.909275, -73.911512, -73.912273, -73.913037, -73.914701, -73.91529, -73.916046, -73.918046, -73.917996, 40.686965, 40.686233, 40.6855, 40.684767, 40.683303, 40.682568, 40.681834, 40.681101, 40.680371, 40.679637, 40.678906, 40.678577, 40.67887, 40.677019, 40.676131, 40.674574, 40.673684, 40.672792, 40.6719, 40.671009, 40.670117, 40.669276, 40.668373, 40.667098, 40.667481, 40.667852, 40.668282, 40.668631, 40.669002, 40.669393, 40.669543, 
40.670533, 40.670897, 40.672077, 40.672948, 40.673567, 40.675507, 40.675884, 40.676572, 40.6769, 40.677265, 40.67922, 40.679641, 40.680037, 40.680948, 40.681804, 40.681994, 40.682235, 40.683505, 40.683935, 40.684368, 40.685317, 40.685645, 40.686072, 40.687213, 40.686965))"
BK1602,47971,27404.14285714286,19709,7125,887.7857142857143,3768,12180,517,33920,5,676,7180,5312,3316,27,724,114,7,102,3941.625,95.90464262777888,0,Brownsville,Excellent,Excellent,Brooklyn,Brooklyn,"list(c(-73.914039, -73.914873, -73.917135, -73.917482, -73.918382, -73.919231, -73.920039, -73.92102, -73.921872, -73.922753, -73.924389, -73.922879, -73.922099, -73.921655, -73.920972, -73.920049, -73.919097, -73.918703, -73.918299, -73.918185, -73.917419, -73.917074, -73.915567, -73.91378, -73.912339, -73.911996, -73.910123, -73.909726, -73.909335, -73.908558, -73.9074, -73.907856, -73.906916, -73.903173, -73.900303, -73.899041, -73.898807, -73.899652, -73.900661, -73.901053, -73.901451, -73.900417, 
-73.900851, -73.901668, -73.901982, -73.902289, -73.903475, -73.907877, -73.909255, -73.911336, -73.914039, 40.670897, 40.670533, 40.669543, 40.669393, 40.669002, 40.668631, 40.668282, 40.667852, 40.667481, 40.667098, 40.666385, 40.664952, 40.664251, 40.663843, 40.663953, 40.664089, 40.66423, 40.662694, 40.661162, 40.660726, 40.660051, 40.659745, 40.658393, 40.656783, 40.655531, 40.655561, 40.655852, 40.654313, 40.652809, 40.652096, 40.652844, 40.654589, 40.654732, 40.655301, 40.657263, 40.657372, 
40.657407, 40.660735, 40.660587, 40.662125, 40.663659, 40.663806, 40.665346, 40.668413, 40.66967, 40.670936, 40.675507, 40.673567, 40.672948, 40.672077, 40.670897))"
BK1701,38153,54558.77777777778,5577,4524,1370.888888888889,1222,3434,2672,30360,11,824,11908,7155,3752,10,569,89,2,48,6724,100,0,East Flatbush-Erasmus,Excellent,Excellent,Brooklyn,Brooklyn,"list(c(-73.942826, -73.941891, -73.942098, -73.942401, -73.947159, -73.950066, -73.95016, -73.953048, -73.956388, -73.9563, -73.956164, -73.95601, -73.955907, -73.955825, -73.958707, -73.958141, -73.958107, -73.955652, -73.95205, -73.951854, -73.951785, -73.951652, -73.951406, -73.951158, -73.950167, -73.948265, -73.948414, -73.947443, -73.94779, -73.945869, -73.945988, -73.946073, -73.94417, -73.944344, -73.943374, -73.943525, -73.943052, -73.942631, -73.942826, 40.65111, 40.651169, 40.653091, 40.655885, 
40.655594, 40.655423, 40.65626, 40.656081, 40.655875, 40.655049, 40.653777, 40.652314, 40.651369, 40.65053, 40.650387, 40.647504, 40.646518, 40.646631, 40.646771, 40.644954, 40.644305, 40.643066, 40.640767, 40.638428, 40.638491, 40.638607, 40.639987, 40.640048, 40.643305, 40.643424, 40.644534, 40.645312, 40.645429, 40.647078, 40.647115, 40.648541, 40.649314, 40.649339, 40.65111))"
BK1702,31371,65146.833333333336,3504,2003,1412.6666666666667,996,2205,516,27609,32,469,10741,5778,2425,4,368,37,1,42,7312,46.95385980354038,0,East Flatbush-Farragut,Limited,Typical,Brooklyn,Brooklyn,"list(c(-73.925743, -73.925382, -73.925721, -73.929599, -73.933478, -73.937284, -73.937383, -73.942608, -73.943309, -73.943374, -73.944344, -73.94417, -73.946073, -73.945988, -73.945869, -73.94779, -73.947443, -73.948414, -73.948265, -73.946449, -73.945373, -73.945123, -73.944881, -73.944629, -73.940788, -73.937593, -73.937013, -73.937267, -73.934395, -73.933427, -73.9325, -73.931531, -73.927448, -73.926788, -73.926146, -73.926082, -73.925743, 40.640014, 40.642384, 40.644674, 40.644433, 40.644192, 
40.643958, 40.644905, 40.644662, 40.646527, 40.647115, 40.647078, 40.645429, 40.645312, 40.644534, 40.643424, 40.643305, 40.640048, 40.639987, 40.638607, 40.63872, 40.638787, 40.636448, 40.634177, 40.631838, 40.632076, 40.632268, 40.632304, 40.634651, 40.634827, 40.634884, 40.634947, 40.635006, 40.635259, 40.636108, 40.637568, 40.638163, 40.640014))"
BK1703,38433,57190.53333333333,5111,3160,1380.8666666666666,906,2290,795,34537,103,344,13870,6380,2815,9,506,68,1,66,NA,9.75742496888459,0,East Flatbush-Rugby,Poor,Poor,Brooklyn,Brooklyn,"list(c(-73.919976, -73.920467, -73.920581, -73.920773, -73.921696, -73.921776, -73.923599, -73.924654, -73.924643, -73.926464, -73.928193, -73.928172, -73.929143, -73.929387, -73.931325, -73.932336, -73.934231, -73.933996, -73.93209, -73.931083, -73.930903, -73.931907, -73.932847, -73.934784, -73.935718, -73.938593, -73.940532, -73.942401, -73.942098, -73.941891, -73.942826, -73.942631, -73.938895, -73.938749, -73.935858, -73.933957, -73.932921, -73.932614, -73.937383, -73.937284, -73.933478, -73.929599, 
-73.925721, -73.925382, -73.923565, -73.923327, -73.921609, -73.919729, -73.919951, -73.919976, 40.64503, 40.649654, 40.650707, 40.652554, 40.654372, 40.654424, 40.656053, 40.657007, 40.658183, 40.659814, 40.660177, 40.658478, 40.658418, 40.660715, 40.660594, 40.660532, 40.660415, 40.658119, 40.658235, 40.658296, 40.65661, 40.656537, 40.656478, 40.656361, 40.656303, 40.656123, 40.656002, 40.655885, 40.653091, 40.651169, 40.65111, 40.649339, 40.64957, 40.648971, 40.648662, 40.648726, 40.647997, 40.645245, 
40.644905, 40.643958, 40.644192, 40.644433, 40.644674, 40.642384, 40.642499, 40.6399, 40.641687, 40.642725, 40.644707, 40.64503))"
BK1704,36660,51140.88888888889,6471,3773,1261.3333333333333,1510,3124,583,31922,18,246,12164,6427,3226,9,585,70,1,62,NA,56.66499443627602,0,East Flatbush-Remsen Village,Limited,Typical,Brooklyn,Brooklyn,"list(c(-73.920581, -73.920467, -73.919976, -73.919951, -73.916937, -73.911823, -73.909449, -73.908558, -73.909335, -73.909726, -73.910123, -73.911996, -73.912339, -73.91378, -73.915567, -73.917074, -73.917419, -73.918185, -73.918299, -73.918703, -73.919097, -73.920049, -73.920972, -73.921655, -73.922099, -73.922879, -73.924389, -73.92638, -73.928228, -73.928544, -73.929403, -73.929874, -73.930685, -73.928282, -73.926464, -73.924643, -73.924654, -73.923599, -73.921776, -73.921696, -73.920773, -73.920581, 
40.650707, 40.649654, 40.64503, 40.644707, 40.646683, 40.649984, 40.651522, 40.652096, 40.652809, 40.654313, 40.655852, 40.655561, 40.655531, 40.656783, 40.658393, 40.659745, 40.660051, 40.660726, 40.661162, 40.662694, 40.66423, 40.664089, 40.663953, 40.663843, 40.664251, 40.664952, 40.666385, 40.665515, 40.66471, 40.664574, 40.664199, 40.66399, 40.66362, 40.661447, 40.659814, 40.658183, 40.657007, 40.656053, 40.654424, 40.654372, 40.652554, 40.650707))"
BK1771,26,NA,0,0,NA,0,21,0,5,0,0,0,0,6,1,1,1,1,1,NA,36.41343563668858,7,Holy Cross Cemetery,Limited,Typical,Brooklyn,Brooklyn,"list(c(-73.943374, -73.943309, -73.942608, -73.937383, -73.932614, -73.932921, -73.933957, -73.935858, -73.938749, -73.938895, -73.942631, -73.943052, -73.943525, -73.943374, 40.647115, 40.646527, 40.644662, 40.644905, 40.645245, 40.647997, 40.648726, 40.648662, 40.648971, 40.64957, 40.649339, 40.649314, 40.648541, 40.647115))"
BK1801,70560,82935.4074074074,6103,6422,1506.3333333333333,2429,6977,10883,47636,51,3608,23179,7442,4128,5,419,86,1,154,NA,7.1005672645452655,0,Flatlands,Poor,Poor,Brooklyn,Brooklyn,"list(c(-73.919172, -73.91929, -73.919462, -73.919556, -73.919729, -73.921609, -73.923327, -73.923565, -73.925382, -73.925743, -73.926082, -73.926146, -73.926788, -73.927448, -73.931531, -73.9325, -73.933427, -73.934395, -73.937267, -73.937013, -73.937593, -73.940788, -73.944629, -73.946479, -73.945511, -73.944155, -73.945401, -73.946327, -73.947327, -73.946875, -73.946422, -73.945425, -73.94497, -73.944518, -73.946514, -73.946067, -73.945737, -73.944827, -73.94347, -73.943145, -73.941282, -73.940453, 
-73.939716, -73.936867, -73.935018, -73.933205, -73.932487, -73.931731, -73.930602, -73.928478, -73.926295, -73.926401, -73.925395, -73.923497, -73.920624, -73.920527, -73.917887, -73.917008, -73.91714, -73.917265, -73.91747, -73.917515, -73.917694, -73.917995, -73.918162, -73.918604, -73.918852, -73.919172, 40.63747, 40.638596, 40.640239, 40.641185, 40.642725, 40.641687, 40.6399, 40.642499, 40.642384, 40.640014, 40.638163, 40.637568, 40.636108, 40.635259, 40.635006, 40.634947, 40.634884, 40.634827, 
40.634651, 40.632304, 40.632268, 40.632076, 40.631838, 40.631708, 40.630792, 40.629508, 40.629378, 40.629277, 40.629166, 40.626774, 40.624385, 40.624496, 40.622105, 40.619714, 40.619494, 40.617104, 40.615363, 40.616046, 40.617385, 40.617426, 40.61763, 40.617929, 40.618406, 40.620253, 40.6186, 40.61697, 40.617432, 40.617927, 40.616922, 40.615017, 40.613193, 40.614479, 40.61454, 40.614658, 40.614839, 40.613943, 40.615647, 40.617202, 40.61839, 40.619548, 40.621513, 40.621941, 40.624103, 40.626458, 40.628005, 
40.632096, 40.634483, 40.63747))"
BK1802,43042,95885.11111111111,2697,2078,1565.8823529411766,701,4448,28477,5246,72,4205,9712,2686,1471,5,140,35,1,133,NA,0,0,Marine Park-Mill Basin-Bergen Beach,Poor,Poor,Brooklyn,Brooklyn,"list(c(-73.91026, -73.908928, -73.907072, -73.904915, -73.904201, -73.902744, -73.900163, -73.898261, -73.90178, -73.90848, -73.916922, -73.918604, -73.918162, -73.917995, -73.917694, -73.917515, -73.91747, -73.917265, -73.91714, -73.917008, -73.917887, -73.920527, -73.920624, -73.923497, -73.925395, -73.926401, -73.926295, -73.928478, -73.930602, -73.931731, -73.932487, -73.933205, -73.935018, -73.936867, -73.939716, -73.940453, -73.941282, -73.943145, -73.94347, -73.944827, -73.944174, -73.943699, 
-73.943641, -73.943547, -73.942312, -73.941547, -73.939347, -73.937537, -73.936046, -73.934232, -73.933513, -73.929868, -73.927691, -73.926249, -73.924441, -73.921584, -73.919693, -73.919296, -73.91782, -73.917254, -73.912994, -73.906573, -73.901445, -73.901698, -73.90319, -73.91026, 40.61778, 40.618877, 40.617265, 40.618664, 40.619127, 40.620068, 40.621677, 40.622989, 40.624816, 40.627979, 40.631669, 40.632096, 40.628005, 40.626458, 40.624103, 40.621941, 40.621513, 40.619548, 40.61839, 40.617202, 
40.615647, 40.613943, 40.614839, 40.614658, 40.61454, 40.614479, 40.613193, 40.615017, 40.616922, 40.617927, 40.617432, 40.61697, 40.6186, 40.620253, 40.618406, 40.617929, 40.61763, 40.617426, 40.617385, 40.616046, 40.612722, 40.610214, 40.609859, 40.609346, 40.608269, 40.608768, 40.610187, 40.608557, 40.609515, 40.607898, 40.608343, 40.605071, 40.60648, 40.607414, 40.605794, 40.607639, 40.607311, 40.606947, 40.606391, 40.606731, 40.60286, 40.603649, 40.604354, 40.608223, 40.611489, 40.61778))"
BK1803,82910,77206.96774193548,9845,5492,1504.6774193548388,2168,5635,3865,69697,49,2363,28525,9628,5692,21,562,70,1,143,11947,26.89648800808606,0,Canarsie,Limited,Typical,Brooklyn,Brooklyn,"list(c(-73.895, -73.892138, -73.889695, -73.886646, -73.883718, -73.881574, -73.880739, -73.889587, -73.891252, -73.889994, -73.891366, -73.893547, -73.89761, -73.895861, -73.897943, -73.903982, -73.9058, -73.907615, -73.909449, -73.911823, -73.916937, -73.919951, -73.919729, -73.919556, -73.919462, -73.91929, -73.919172, -73.918852, -73.918604, -73.916922, -73.90848, -73.90178, -73.900712, -73.899682, -73.895, 40.630386, 40.632223, 40.633802, 40.635775, 40.63768, 40.639052, 40.639613, 40.648111, 
40.650026, 40.651138, 40.652365, 40.655202, 40.653454, 40.651881, 40.650515, 40.646629, 40.648265, 40.649896, 40.651522, 40.649984, 40.646683, 40.644707, 40.642725, 40.641185, 40.640239, 40.638596, 40.63747, 40.634483, 40.632096, 40.631669, 40.627979, 40.624816, 40.626329, 40.627369, 40.630386))"
BK1891,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,2,1,1,1,24,NA,0,9,Marine Park-Plumb Island,Poor,Poor,Brooklyn,Brooklyn,"list(c(-73.939726, -73.934263, -73.933551, -73.931734, -73.928131, -73.929569, -73.926533, -73.923638, -73.92096, -73.917663, -73.919944, -73.92537, -73.925948, -73.927207, -73.931369, -73.931256, -73.930191, -73.930096, -73.931078, -73.932042, -73.931842, -73.931946, -73.929387, -73.92807, -73.903871, -73.890518, -73.886292, -73.885069, -73.887735, -73.888139, -73.902662, -73.904957, -73.918224, -73.919296, -73.919693, -73.921584, -73.924441, -73.926249, -73.927691, -73.929868, -73.933513, -73.934232, 
-73.936046, -73.937537, -73.939726, 40.607133, 40.60223, 40.602687, 40.601062, 40.597778, 40.59682, 40.594104, 40.591497, 40.589095, 40.585605, 40.584646, 40.584691, 40.585007, 40.584802, 40.586071, 40.585432, 40.585086, 40.584502, 40.584388, 40.584234, 40.583076, 40.582022, 40.572613, 40.567786, 40.571619, 40.572705, 40.573505, 40.573749, 40.578009, 40.578742, 40.591643, 40.593956, 40.605805, 40.606947, 40.607311, 40.607639, 40.605794, 40.607414, 40.60648, 40.605071, 40.608343, 40.607898, 40.609515, 
40.608557, 40.607133))"
BK5591,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,12,2,1,19,4637,99.22760375918884,9,Prospect Park,Excellent,Excellent,Brooklyn,Brooklyn,"list(c(-73.980061, -73.977511, -73.974482, -73.973792, -73.973555, -73.973051, -73.972683, -73.97262, -73.972082, -73.971397, -73.968793, -73.967028, -73.964654, -73.965242, -73.965751, -73.966213, -73.9619, -73.962814, -73.962884, -73.962429, -73.960956, -73.961258, -73.961806, -73.962194, -73.962622, -73.966297, -73.967486, -73.968924, -73.969247, -73.970039, -73.970409, -73.971325, -73.97282, -73.973323, -73.974331, -73.975337, -73.976334, -73.977343, -73.978349, -73.979654, -73.980171, -73.980061, 
40.660791, 40.659863, 40.658339, 40.656392, 40.655644, 40.653913, 40.652639, 40.650835, 40.650635, 40.648258, 40.649249, 40.649948, 40.650887, 40.651742, 40.6525, 40.653189, 40.654871, 40.660504, 40.662622, 40.663125, 40.663285, 40.664802, 40.667681, 40.669641, 40.671629, 40.672677, 40.672878, 40.672938, 40.672743, 40.67268, 40.672617, 40.671248, 40.669427, 40.668825, 40.667621, 40.666419, 40.665214, 40.664012, 40.662799, 40.661241, 40.661155, 40.660791))"
BK5691,8,NA,0,0,NA,0,0,8,0,0,0,0,8,0,1,1,1,1,4,NA,0,9,Barren Island-Floyd Bennett Field,Poor,Poor,Brooklyn,Brooklyn,"list(c(-73.918224, -73.904957, -73.902662, -73.888139, -73.887735, -73.885069, -73.879222, -73.871418, -73.884456, -73.891953, -73.89862, -73.901445, -73.906573, -73.912994, -73.917254, -73.91782, -73.919296, -73.918224, 40.605805, 40.593956, 40.591643, 40.578742, 40.578009, 40.573749, 40.574656, 40.578535, 40.60944, 40.605525, 40.604609, 40.604354, 40.603649, 40.60286, 40.606731, 40.606391, 40.606947, 40.605805))"
BK5692,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,0,9,Jamaica Bay (West),Poor,Poor,Brooklyn,Brooklyn,"list(c(-73.887051, -73.884456, -73.871418, -73.869232, -73.866005, -73.859492, -73.854937, -73.849852, -73.84668, -73.844437, -73.842017, -73.835876, -73.834463, -73.834283, -73.834008, -73.833422, -73.833041, -73.848338, -73.854938, -73.855021, -73.873957, -73.88239, -73.892306, -73.887051, 40.61632, 40.60944, 40.578535, 40.579342, 40.581001, 40.583938, 40.585974, 40.588669, 40.593209, 40.595855, 40.598313, 40.605637, 40.607193, 40.609186, 40.614425, 40.626782, 40.628261, 40.643521, 40.64265, 40.643098, 
40.633773, 40.627542, 40.620556, 40.61632))"
BX0101,49694,23331.18181818182,21603,8152,833.25,2591,34432,1097,13630,104,178,6519,7646,5301,27,605,138,7,62,5793,97.26495793368974,0,Mott Haven-Port Morris,Excellent,Excellent,Bronx,Bronx,"list(c(-73.932477, -73.931801, -73.930938, -73.929219, -73.928556, -73.926524, -73.924265, -73.920615, -73.918819, -73.917315, -73.915449, -73.913478, -73.911476, -73.909127, -73.908443, -73.906655, -73.903074, -73.903417, -73.90418, -73.904466, -73.905413, -73.90633, -73.907245, -73.909075, -73.910019, -73.910948, -73.911812, -73.912954, -73.914954, -73.916771, -73.917625, -73.919467, -73.920349, -73.920482, -73.923093, -73.924, -73.926627, -73.925185, -73.927313, -73.928857, -73.930276, -73.932401, 
-73.932605, -73.932477, 40.808864, 40.807876, 40.808253, 40.809564, 40.809046, 40.808162, 40.807175, 40.805651, 40.804905, 40.804298, 40.803541, 40.804263, 40.805171, 40.806166, 40.806477, 40.807312, 40.80988, 40.811507, 40.812125, 40.812282, 40.812476, 40.812667, 40.812855, 40.813233, 40.813432, 40.813621, 40.813883, 40.814269, 40.814937, 40.815699, 40.816055, 40.815074, 40.814629, 40.814564, 40.816698, 40.815439, 40.816119, 40.818013, 40.81856, 40.81488, 40.813256, 40.814151, 40.811517, 40.808864
))"
BX0102,42877,30367,16592,5975,1016.875,1903,28646,886,12419,97,281,5978,6744,4257,18,647,117,3,54,13822.5,98.71600242693098,0,Melrose,Excellent,Excellent,Bronx,Bronx,"list(c(-73.901602, -73.901292, -73.903793, -73.904897, -73.905659, -73.906457, -73.908418, -73.9107, -73.911745, -73.914506, -73.916216, -73.916773, -73.918337, -73.91937, -73.92034, -73.920665, -73.921948, -73.922652, -73.924025, -73.925185, -73.926627, -73.924, -73.923093, -73.920482, -73.920349, -73.919467, -73.917625, -73.916771, -73.914954, -73.912954, -73.911812, -73.910948, -73.910019, -73.909075, -73.907245, -73.90633, -73.905413, -73.904466, -73.904183, -73.903804, -73.90347, -73.90301, 
-73.902579, -73.901668, -73.901602, 40.819695, 40.820475, 40.821091, 40.821371, 40.821557, 40.821715, 40.822181, 40.822324, 40.822107, 40.822942, 40.823468, 40.824387, 40.823385, 40.822718, 40.822095, 40.821837, 40.821032, 40.820494, 40.819285, 40.818013, 40.816119, 40.815439, 40.816698, 40.814564, 40.814629, 40.815074, 40.816055, 40.815699, 40.814937, 40.814269, 40.813883, 40.813621, 40.813432, 40.813233, 40.812855, 40.812667, 40.812476, 40.812282, 40.813087, 40.814132, 40.815075, 40.816318, 40.81737, 
40.819534, 40.819695))"
BX0201,7800,23149,3010,1459,1001,291,5074,81,2590,0,9,1015,1496,491,2,111,21,1,11,NA,37.82022471937931,0,Hunts Point,Limited,Typical,Bronx,Bronx,"list(list(c(-73.896213, -73.895428, -73.893323, -73.890824, -73.891615, -73.892836, -73.894931, -73.897045, -73.896213, 40.816319, 40.815845, 40.817878, 40.820307, 40.820985, 40.820974, 40.818847, 40.816802, 40.816319)), list(c(-73.890824, -73.889167, -73.887996, -73.886161, -73.885239, -73.88338, -73.881408, -73.880981, -73.882448, -73.883788, -73.884328, -73.884411, -73.88741, -73.88797, -73.889301, -73.889646, -73.890824, 40.820307, 40.818618, 40.816664, 40.81693, 40.81707, 40.817351, 40.817993, 
40.818238, 40.819269, 40.821933, 40.822614, 40.82297, 40.822537, 40.82226, 40.821432, 40.821205, 40.820307)))"
BX0202,38758,26636.777777777777,14026,6997,942.1111111111111,2287,28771,794,8372,82,294,5263,7212,3693,22,696,100,5,60,6060.8,100,0,Longwood,Excellent,Excellent,Bronx,Bronx,"list(c(-73.891615, -73.890824, -73.889646, -73.889301, -73.88797, -73.887074, -73.886613, -73.886092, -73.887895, -73.88885, -73.890905, -73.891913, -73.892933, -73.894836, -73.895292, -73.895603, -73.897002, -73.898205, -73.900935, -73.901651, -73.900541, -73.901176, -73.901988, -73.901292, -73.901602, -73.901668, -73.902579, -73.90301, -73.90347, -73.903804, -73.904183, -73.904466, -73.90418, -73.903417, -73.903074, -73.898448, -73.89685, -73.895428, -73.896213, -73.897045, -73.894931, -73.892836, 
-73.891615, 40.820985, 40.820307, 40.821205, 40.821432, 40.82226, 40.823307, 40.825329, 40.827695, 40.826743, 40.826768, 40.826788, 40.826794, 40.826787, 40.82624, 40.828143, 40.828316, 40.82805, 40.827889, 40.827928, 40.826217, 40.825944, 40.824389, 40.82244, 40.820475, 40.819695, 40.819534, 40.81737, 40.816318, 40.815075, 40.814132, 40.813087, 40.812282, 40.812125, 40.811507, 40.80988, 40.813177, 40.81446, 40.815845, 40.816319, 40.816802, 40.818847, 40.820974, 40.820985))"
BX0301,25169,27487.2,7987,2882,990.4,1258,14667,321,9282,206,262,4279,4625,2724,13,565,59,1,33,NA,46.85406967973051,0,Morrisania,Limited,Typical,Bronx,Bronx,"list(list(c(-73.916216, -73.914506, -73.911745, -73.9107, -73.908418, -73.907741, -73.908709, -73.91131, -73.913512, -73.915451, -73.916614, -73.916088, -73.916773, -73.916216, 40.823468, 40.822942, 40.822107, 40.822324, 40.822181, 40.823815, 40.824067, 40.824849, 40.824805, 40.825748, 40.824992, 40.824838, 40.824387, 40.823468)), list(c(-73.898453, -73.901212, -73.901856, -73.903435, -73.904506, -73.903846, -73.902275, -73.903461, -73.903852, -73.90508, -73.904293, -73.904922, -73.905732, -73.906457, 
-73.905659, -73.904897, -73.903793, -73.901292, -73.901988, -73.901176, -73.900541, -73.901651, -73.900935, -73.898205, -73.897002, -73.895603, -73.896395, -73.896696, -73.897172, -73.896692, -73.896473, -73.896369, -73.896966, -73.898453, 40.834721, 40.835498, 40.834622, 40.832216, 40.830625, 40.83045, 40.829637, 40.828533, 40.828194, 40.827114, 40.82692, 40.825287, 40.823337, 40.821715, 40.821557, 40.821371, 40.821091, 40.820475, 40.82244, 40.824389, 40.825944, 40.826217, 40.827928, 40.827889, 
40.82805, 40.828316, 40.828763, 40.830414, 40.830368, 40.831966, 40.833047, 40.83351, 40.834343, 40.834721)))"
