Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/4/2024,AirNow,250095005,3,4.5,ug/m3 LC,19,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/5/2024,AirNow,250095005,3,3,ug/m3 LC,13,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/6/2024,AirNow,250095005,3,5.1,ug/m3 LC,21,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/7/2024,AirNow,250095005,3,2.6,ug/m3 LC,11,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/8/2024,AirNow,250095005,3,4.8,ug/m3 LC,20,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/9/2024,AirNow,250095005,3,7.6,ug/m3 LC,32,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/10/2024,AirNow,250095005,3,2.1,ug/m3 LC,9,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/11/2024,AirNow,250095005,3,2.4,ug/m3 LC,10,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/12/2024,AirNow,250095005,3,5,ug/m3 LC,21,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/13/2024,AirNow,250095005,3,3.5,ug/m3 LC,15,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/14/2024,AirNow,250095005,3,3,ug/m3 LC,13,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/15/2024,AirNow,250095005,3,4.1,ug/m3 LC,17,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/16/2024,AirNow,250095005,3,5.6,ug/m3 LC,23,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/17/2024,AirNow,250095005,3,4.6,ug/m3 LC,19,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/18/2024,AirNow,250095005,3,6.9,ug/m3 LC,29,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/19/2024,AirNow,250095005,3,8.2,ug/m3 LC,34,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/20/2024,AirNow,250095005,3,4.2,ug/m3 LC,18,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/21/2024,AirNow,250095005,3,3.6,ug/m3 LC,15,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/22/2024,AirNow,250095005,3,5,ug/m3 LC,21,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/23/2024,AirNow,250095005,3,6.4,ug/m3 LC,27,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/24/2024,AirNow,250095005,3,10.7,ug/m3 LC,45,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/25/2024,AirNow,250095005,3,4.3,ug/m3 LC,18,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/26/2024,AirNow,250095005,3,3.2,ug/m3 LC,13,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/27/2024,AirNow,250095005,3,3.9,ug/m3 LC,16,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/28/2024,AirNow,250095005,3,6.8,ug/m3 LC,28,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/29/2024,AirNow,250095005,3,2,ug/m3 LC,8,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/30/2024,AirNow,250095005,3,3.3,ug/m3 LC,14,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/31/2024,AirNow,250095005,3,5.9,ug/m3 LC,25,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/1/2024,AirNow,250095005,3,12.4,ug/m3 LC,52,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/2/2024,AirNow,250095005,3,10.7,ug/m3 LC,45,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/3/2024,AirNow,250095005,3,3.2,ug/m3 LC,13,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/4/2024,AirNow,250095005,3,3.6,ug/m3 LC,15,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/5/2024,AirNow,250095005,3,2.5,ug/m3 LC,10,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/6/2024,AirNow,250095005,3,2.5,ug/m3 LC,10,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/7/2024,AirNow,250095005,3,4.5,ug/m3 LC,19,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/8/2024,AirNow,250095005,3,8.2,ug/m3 LC,34,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/9/2024,AirNow,250095005,3,7.9,ug/m3 LC,33,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/10/2024,AirNow,250095005,3,8.2,ug/m3 LC,34,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/11/2024,AirNow,250095005,3,3.8,ug/m3 LC,16,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/12/2024,AirNow,250095005,3,3.3,ug/m3 LC,14,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/13/2024,AirNow,250095005,3,4.8,ug/m3 LC,20,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/14/2024,AirNow,250095005,3,2.6,ug/m3 LC,11,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/15/2024,AirNow,250095005,3,2.2,ug/m3 LC,9,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/16/2024,AirNow,250095005,3,3.5,ug/m3 LC,15,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/17/2024,AirNow,250095005,3,4,ug/m3 LC,17,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/18/2024,AirNow,250095005,3,4.1,ug/m3 LC,17,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/19/2024,AirNow,250095005,3,3.6,ug/m3 LC,15,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/20/2024,AirNow,250095005,3,4.1,ug/m3 LC,17,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/21/2024,AirNow,250095005,3,6.8,ug/m3 LC,28,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/22/2024,AirNow,250095005,3,6.9,ug/m3 LC,29,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/23/2024,AirNow,250095005,3,10,ug/m3 LC,42,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/24/2024,AirNow,250095005,3,4.7,ug/m3 LC,20,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/25/2024,AirNow,250095005,3,3.4,ug/m3 LC,14,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/26/2024,AirNow,250095005,3,6.3,ug/m3 LC,26,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/27/2024,AirNow,250095005,3,8,ug/m3 LC,33,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/28/2024,AirNow,250095005,3,5.1,ug/m3 LC,21,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
2/29/2024,AirNow,250095005,3,1.5,ug/m3 LC,6,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/1/2024,AirNow,250095005,3,4.1,ug/m3 LC,17,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/2/2024,AirNow,250095005,3,5.3,ug/m3 LC,22,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/3/2024,AirNow,250095005,3,1.9,ug/m3 LC,8,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/4/2024,AirNow,250095005,3,3.4,ug/m3 LC,14,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/5/2024,AirNow,250095005,3,2.9,ug/m3 LC,12,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/6/2024,AirNow,250095005,3,4.9,ug/m3 LC,20,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/7/2024,AirNow,250095005,3,0.5,ug/m3 LC,2,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/8/2024,AirNow,250095005,3,2.5,ug/m3 LC,10,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/9/2024,AirNow,250095005,3,7.1,ug/m3 LC,30,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/10/2024,AirNow,250095005,3,0.9,ug/m3 LC,4,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/11/2024,AirNow,250095005,3,1,ug/m3 LC,4,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/12/2024,AirNow,250095005,3,1.4,ug/m3 LC,6,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/13/2024,AirNow,250095005,3,2.6,ug/m3 LC,11,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/14/2024,AirNow,250095005,3,4.7,ug/m3 LC,20,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/15/2024,AirNow,250095005,3,3.5,ug/m3 LC,15,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/16/2024,AirNow,250095005,3,5,ug/m3 LC,21,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/17/2024,AirNow,250095005,3,4.1,ug/m3 LC,17,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/18/2024,AirNow,250095005,3,1.7,ug/m3 LC,7,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
3/19/2024,AirNow,250095005,3,1.6,ug/m3 LC,7,CONSENTINO SCHOOL.,1,100,88101,PM2.5 - Local Conditions,14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,9,Essex,42.77083658,-71.10229032
1/1/2024,AirNow,250112005,3,8.6,ug/m3 LC,36,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/2/2024,AirNow,250112005,3,10.8,ug/m3 LC,45,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/3/2024,AirNow,250112005,3,21.4,ug/m3 LC,71,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/4/2024,AirNow,250112005,3,10.6,ug/m3 LC,44,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/5/2024,AirNow,250112005,3,4,ug/m3 LC,17,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/6/2024,AirNow,250112005,3,8.8,ug/m3 LC,37,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/7/2024,AirNow,250112005,3,6.5,ug/m3 LC,27,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/8/2024,AirNow,250112005,3,9.7,ug/m3 LC,40,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/9/2024,AirNow,250112005,3,11.6,ug/m3 LC,48,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/10/2024,AirNow,250112005,3,2.1,ug/m3 LC,9,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/11/2024,AirNow,250112005,3,4.8,ug/m3 LC,20,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/12/2024,AirNow,250112005,3,9.5,ug/m3 LC,40,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/13/2024,AirNow,250112005,3,2.7,ug/m3 LC,11,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/14/2024,AirNow,250112005,3,3,ug/m3 LC,13,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/15/2024,AirNow,250112005,3,6.9,ug/m3 LC,29,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/16/2024,AirNow,250112005,3,6.8,ug/m3 LC,28,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/17/2024,AirNow,250112005,3,9.5,ug/m3 LC,40,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/18/2024,AirNow,250112005,3,12.9,ug/m3 LC,53,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/19/2024,AirNow,250112005,3,12.2,ug/m3 LC,51,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/20/2024,AirNow,250112005,3,3.9,ug/m3 LC,16,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/21/2024,AirNow,250112005,3,4.9,ug/m3 LC,20,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/22/2024,AirNow,250112005,3,10.7,ug/m3 LC,45,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/23/2024,AirNow,250112005,3,9.4,ug/m3 LC,39,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/24/2024,AirNow,250112005,3,12.4,ug/m3 LC,52,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/25/2024,AirNow,250112005,3,8.5,ug/m3 LC,35,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/26/2024,AirNow,250112005,3,5.6,ug/m3 LC,23,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/27/2024,AirNow,250112005,3,6.4,ug/m3 LC,27,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/28/2024,AirNow,250112005,3,6.7,ug/m3 LC,28,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/29/2024,AirNow,250112005,3,2.9,ug/m3 LC,12,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/30/2024,AirNow,250112005,3,4.7,ug/m3 LC,20,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
1/31/2024,AirNow,250112005,3,8.5,ug/m3 LC,35,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
2/1/2024,AirNow,250112005,3,13,ug/m3 LC,53,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
2/2/2024,AirNow,250112005,3,11.9,ug/m3 LC,50,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
2/3/2024,AirNow,250112005,3,3.6,ug/m3 LC,15,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
2/4/2024,AirNow,250112005,3,3.4,ug/m3 LC,14,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
2/5/2024,AirNow,250112005,3,3,ug/m3 LC,13,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
2/6/2024,AirNow,250112005,3,4.9,ug/m3 LC,20,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
2/7/2024,AirNow,250112005,3,12.1,ug/m3 LC,51,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
2/8/2024,AirNow,250112005,3,12.6,ug/m3 LC,52,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
2/9/2024,AirNow,250112005,3,12.7,ug/m3 LC,52,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
2/10/2024,AirNow,250112005,3,15.8,ug/m3 LC,59,Greenfield 16 Barr Ave,1,100,88101,PM2.5 - Local Conditions,24640,"Greenfield Town, MA",25,Massachusetts,11,Franklin,42.605816,-72.596689
